工步时间,电压(V),容量(Ah),能量(Wh),系统记录时间,最大单体温度(℃)
1:47:57.000,3.139,282.494781,911.957886,2025/09/26 21:32:25,33.3
1:47:58.000,3.1389,282.538391,912.094727,2025/09/26 21:32:26,33.3
1:47:59.000,3.139,282.582001,912.231567,2025/09/26 21:32:27,33.3
1:48:00.000,3.1387,282.62558,912.368286,2025/09/26 21:32:28,33.3
1:48:01.000,3.1388,282.66925,912.50531,2025/09/26 21:32:29,33.3
1:48:02.000,3.1385,282.713989,912.645691,2025/09/26 21:32:30,33.4
1:48:03.000,3.1384,282.757324,912.781738,2025/09/26 21:32:31,33.4
1:48:04.000,3.1384,282.800934,912.918579,2025/09/26 21:32:32,33.4
1:48:05.000,3.138,282.844543,913.05542,2025/09/26 21:32:33,33.4
1:48:06.000,3.1382,282.888153,913.192261,2025/09/26 21:32:34,33.4
1:48:07.000,3.1382,282.931763,913.329163,2025/09/26 21:32:35,33.4
1:48:08.000,3.138,282.975372,913.465942,2025/09/26 21:32:36,33.4
1:48:09.000,3.138,283.018951,913.602661,2025/09/26 21:32:37,33.4
1:48:10.000,3.1379,283.062592,913.739624,2025/09/26 21:32:38,33.4
1:48:11.000,3.1378,283.106171,913.876282,2025/09/26 21:32:39,33.5
1:48:12.000,3.1376,283.14978,914.013123,2025/09/26 21:32:40,33.5
1:48:13.000,3.1376,283.19278,914.14801,2025/09/26 21:32:41,33.5
1:48:14.000,3.1375,283.237061,914.286865,2025/09/26 21:32:42,33.5
1:48:15.000,3.1374,283.280609,914.423523,2025/09/26 21:32:43,33.5
1:48:16.000,3.1373,283.323608,914.558167,2025/09/26 21:32:44,33.5
1:48:17.000,3.1372,283.367889,914.697266,2025/09/26 21:32:45,33.5
1:48:18.000,3.1372,283.411438,914.833923,2025/09/26 21:32:46,33.5
1:48:19.000,3.1372,283.455109,914.970886,2025/09/26 21:32:47,33.5
1:48:20.000,3.1372,283.498718,915.107666,2025/09/26 21:32:48,33.5
1:48:21.000,3.1371,283.542328,915.244507,2025/09/26 21:32:49,33.5
1:48:22.000,3.1367,283.585938,915.381226,2025/09/26 21:32:50,33.5
1:48:23.000,3.1368,283.629517,915.517883,2025/09/26 21:32:51,33.5
1:48:24.000,3.1365,283.672882,915.653992,2025/09/26 21:32:52,33.6
1:48:25.000,3.1365,283.716736,915.791382,2025/09/26 21:32:53,33.6
1:48:26.000,3.1364,283.760345,915.928162,2025/09/26 21:32:54,33.6
1:48:27.000,3.1363,283.803772,916.064392,2025/09/26 21:32:55,33.6
1:48:28.000,3.1362,283.847595,916.201843,2025/09/26 21:32:56,33.6
1:48:29.000,3.1362,283.891205,916.338623,2025/09/26 21:32:57,33.6
1:48:30.000,3.1362,283.934814,916.475342,2025/09/26 21:32:58,33.6
1:48:31.000,3.1361,283.978424,916.612122,2025/09/26 21:32:59,33.6
1:48:32.000,3.1359,284.022217,916.74939,2025/09/26 21:33:00,33.6
1:48:33.000,3.1359,284.065613,916.885437,2025/09/26 21:33:01,33.6
1:48:34.000,3.1358,284.109253,917.022278,2025/09/26 21:33:02,33.6
1:48:35.000,3.1357,284.152649,917.158325,2025/09/26 21:33:03,33.6
1:48:36.000,3.1357,284.196533,917.295898,2025/09/26 21:33:04,33.7
1:48:37.000,3.1356,284.240051,917.432312,2025/09/26 21:33:05,33.7
1:48:38.000,3.1357,284.283478,917.568481,2025/09/26 21:33:06,33.7
1:48:39.000,3.1352,284.327332,917.705933,2025/09/26 21:33:07,33.7
1:48:40.000,3.1353,284.370941,917.842651,2025/09/26 21:33:08,33.7
1:48:41.000,3.1352,284.414551,917.97937,2025/09/26 21:33:09,33.7
1:48:42.000,3.135,284.45816,918.116089,2025/09/26 21:33:10,33.7
1:48:43.000,3.1351,284.50177,918.252747,2025/09/26 21:33:11,33.7
1:48:44.000,3.135,284.54538,918.389465,2025/09/26 21:33:12,33.7
1:48:45.000,3.1348,284.588989,918.526184,2025/09/26 21:33:13,33.7
1:48:46.000,3.1348,284.632233,918.661743,2025/09/26 21:33:14,33.7
1:48:47.000,3.1349,284.676239,918.799622,2025/09/26 21:33:15,33.7
1:48:48.000,3.1347,284.719788,918.936035,2025/09/26 21:33:16,33.7
1:48:49.000,3.1345,284.763153,919.072021,2025/09/26 21:33:17,33.7
1:48:50.000,3.1345,284.807037,919.209534,2025/09/26 21:33:18,33.7
1:48:51.000,3.1344,284.850616,919.346069,2025/09/26 21:33:19,33.7
1:48:52.000,3.1343,284.894257,919.48291,2025/09/26 21:33:20,33.7
1:48:53.000,3.1343,284.937866,919.619568,2025/09/26 21:33:21,33.7
1:48:54.000,3.1341,284.981873,919.757446,2025/09/26 21:33:22,33.7
1:48:55.000,3.1343,285.025085,919.892944,2025/09/26 21:33:23,33.7
1:48:56.000,3.1339,285.068695,920.029602,2025/09/26 21:33:24,33.7
1:48:57.000,3.1338,285.112305,920.166199,2025/09/26 21:33:25,33.7
1:48:58.000,3.1338,285.155914,920.302856,2025/09/26 21:33:26,33.7
1:48:59.000,3.1335,285.199585,920.439636,2025/09/26 21:33:27,33.7
1:49:00.000,3.1338,285.243134,920.576111,2025/09/26 21:33:28,33.7
1:49:01.000,3.1336,285.286743,920.712769,2025/09/26 21:33:29,33.7
1:49:02.000,3.1336,285.330322,920.849243,2025/09/26 21:33:30,33.7
1:49:03.000,3.1333,285.373993,920.986023,2025/09/26 21:33:31,33.7
1:49:04.000,3.1333,285.417542,921.122498,2025/09/26 21:33:32,33.7
1:49:05.000,3.1333,285.461151,921.259155,2025/09/26 21:33:33,33.7
1:49:06.000,3.1331,285.504822,921.395935,2025/09/26 21:33:34,33.7
1:49:07.000,3.1333,285.548431,921.532532,2025/09/26 21:33:35,33.7
1:49:08.000,3.133,285.592041,921.669128,2025/09/26 21:33:36,33.7
1:49:09.000,3.1328,285.635651,921.805725,2025/09/26 21:33:37,33.7
1:49:10.000,3.1331,285.679291,921.942505,2025/09/26 21:33:38,33.7
1:49:11.000,3.1327,285.722809,922.078796,2025/09/26 21:33:39,33.7
1:49:12.000,3.1327,285.766449,922.215393,2025/09/26 21:33:40,33.7
1:49:13.000,3.1327,285.810059,922.35199,2025/09/26 21:33:41,33.7
1:49:14.000,3.1326,285.853668,922.488586,2025/09/26 21:33:42,33.7
1:49:15.000,3.1324,285.897308,922.625305,2025/09/26 21:33:43,33.7
1:49:16.000,3.1323,285.940887,922.761719,2025/09/26 21:33:44,33.7
1:49:17.000,3.1323,285.984528,922.898438,2025/09/26 21:33:45,33.7
1:49:18.000,3.1322,286.028137,923.035034,2025/09/26 21:33:46,33.7
1:49:19.000,3.1322,286.071808,923.171753,2025/09/26 21:33:47,33.7
1:49:20.000,3.1322,286.115326,923.308105,2025/09/26 21:33:48,33.7
1:49:21.000,3.1317,286.158966,923.444763,2025/09/26 21:33:49,33.7
1:49:22.000,3.1319,286.202637,923.581482,2025/09/26 21:33:50,33.7
1:49:23.000,3.132,286.246185,923.717896,2025/09/26 21:33:51,33.7
1:49:24.000,3.1318,286.289795,923.854431,2025/09/26 21:33:52,33.7
1:49:25.000,3.1317,286.333374,923.990845,2025/09/26 21:33:53,33.7
1:49:26.000,3.1315,286.377075,924.127686,2025/09/26 21:33:54,33.7
1:49:27.000,3.1316,286.420654,924.264038,2025/09/26 21:33:55,33.7
1:49:28.000,3.1315,286.464264,924.400635,2025/09/26 21:33:56,33.7
1:49:29.000,3.1313,286.508911,924.540405,2025/09/26 21:33:57,33.7
1:49:30.000,3.1313,286.552307,924.67627,2025/09/26 21:33:58,33.7
1:49:31.000,3.1311,286.595947,924.812988,2025/09/26 21:33:59,33.7
1:49:32.000,3.1313,286.639618,924.949646,2025/09/26 21:34:00,33.7
1:49:33.000,3.1311,286.683167,925.08606,2025/09/26 21:34:01,33.7
1:49:34.000,3.1311,286.726746,925.222473,2025/09/26 21:34:02,33.7
1:49:35.000,3.1309,286.770355,925.358948,2025/09/26 21:34:03,33.7
1:49:36.000,3.1307,286.814087,925.495911,2025/09/26 21:34:04,33.7
1:49:37.000,3.1309,286.857605,925.632141,2025/09/26 21:34:05,33.7
1:49:38.000,3.1306,286.901245,925.768616,2025/09/26 21:34:06,33.7
1:49:39.000,3.1306,286.944855,925.905151,2025/09/26 21:34:07,33.8
1:49:40.000,3.1305,286.988464,926.041626,2025/09/26 21:34:08,33.8
1:49:41.000,3.1304,287.032013,926.177979,2025/09/26 21:34:09,33.8
1:49:42.000,3.1304,287.075684,926.314636,2025/09/26 21:34:10,33.8
1:49:43.000,3.1304,287.119293,926.451111,2025/09/26 21:34:11,33.8
1:49:44.000,3.1303,287.162842,926.587524,2025/09/26 21:34:12,33.8
1:49:45.000,3.1303,287.206451,926.723999,2025/09/26 21:34:13,33.8
1:49:46.000,3.1301,287.250061,926.860474,2025/09/26 21:34:14,33.8
1:49:47.000,3.1299,287.293732,926.997131,2025/09/26 21:34:15,33.8
1:49:48.000,3.1301,287.337341,927.133606,2025/09/26 21:34:16,33.8
1:49:49.000,3.1299,287.380951,927.270081,2025/09/26 21:34:17,33.8
1:49:50.000,3.1299,287.42453,927.406433,2025/09/26 21:34:18,33.8
1:49:51.000,3.1297,287.46817,927.54303,2025/09/26 21:34:19,33.9
1:49:52.000,3.1298,287.511749,927.679321,2025/09/26 21:34:20,33.9
1:49:53.000,3.1296,287.555389,927.815918,2025/09/26 21:34:21,33.9
1:49:54.000,3.1295,287.598999,927.952393,2025/09/26 21:34:22,33.9
1:49:55.000,3.1294,287.642578,928.088684,2025/09/26 21:34:23,33.9
1:49:56.000,3.1293,287.686218,928.225281,2025/09/26 21:34:24,33.9
1:49:57.000,3.1294,287.729828,928.361755,2025/09/26 21:34:25,33.9
1:49:58.000,3.1292,287.773315,928.497803,2025/09/26 21:34:26,33.9
1:49:59.000,3.1292,287.817017,928.634521,2025/09/26 21:34:27,33.9
1:50:00.000,3.1291,287.860657,928.771118,2025/09/26 21:34:28,33.9
1:50:01.000,3.129,287.904266,928.907593,2025/09/26 21:34:29,33.9
1:50:02.000,3.1289,287.947845,929.043884,2025/09/26 21:34:30,33.9
1:50:03.000,3.1289,287.991486,929.180481,2025/09/26 21:34:31,33.9
1:50:04.000,3.129,288.035126,929.316895,2025/09/26 21:34:32,33.9
1:50:05.000,3.1288,288.078735,929.453308,2025/09/26 21:34:33,33.9
1:50:06.000,3.1289,288.122345,929.589722,2025/09/26 21:34:34,33.9
1:50:07.000,3.1287,288.165894,929.726013,2025/09/26 21:34:35,33.9
1:50:08.000,3.1286,288.209351,929.861877,2025/09/26 21:34:36,33.9
1:50:09.000,3.1287,288.253174,929.998962,2025/09/26 21:34:37,33.9
1:50:10.000,3.1285,288.296722,930.135254,2025/09/26 21:34:38,33.9
1:50:11.000,3.1285,288.340393,930.27179,2025/09/26 21:34:39,33.9
1:50:12.000,3.1284,288.384003,930.408203,2025/09/26 21:34:40,33.9
1:50:13.000,3.1284,288.427643,930.544739,2025/09/26 21:34:41,33.9
1:50:14.000,3.1283,288.471222,930.68103,2025/09/26 21:34:42,33.9
1:50:15.000,3.1282,288.514832,930.817444,2025/09/26 21:34:43,33.9
1:50:16.000,3.1282,288.55835,930.953613,2025/09/26 21:34:44,33.9
1:50:17.000,3.1281,288.602051,931.090271,2025/09/26 21:34:45,33.9
1:50:18.000,3.1279,288.64563,931.226562,2025/09/26 21:34:46,33.9
1:50:19.000,3.128,288.68927,931.363037,2025/09/26 21:34:47,33.9
1:50:20.000,3.1279,288.732849,931.499329,2025/09/26 21:34:48,33.9
1:50:21.000,3.1278,288.776489,931.635803,2025/09/26 21:34:49,33.9
1:50:22.000,3.1279,288.820099,931.772156,2025/09/26 21:34:50,33.9
1:50:23.000,3.1276,288.863678,931.908447,2025/09/26 21:34:51,33.9
1:50:24.000,3.1278,288.907379,932.045044,2025/09/26 21:34:52,33.9
1:50:25.000,3.1276,288.950928,932.181274,2025/09/26 21:34:53,33.9
1:50:26.000,3.1276,288.994507,932.317505,2025/09/26 21:34:54,33.9
1:50:27.000,3.1275,289.038116,932.453918,2025/09/26 21:34:55,33.9
1:50:28.000,3.1275,289.081818,932.590576,2025/09/26 21:34:56,33.9
1:50:29.000,3.1275,289.125336,932.726624,2025/09/26 21:34:57,33.9
1:50:30.000,3.1272,289.169006,932.863159,2025/09/26 21:34:58,33.9
1:50:31.000,3.1273,289.212341,932.998718,2025/09/26 21:34:59,33.9
1:50:32.000,3.1272,289.256165,933.135742,2025/09/26 21:35:00,33.9
1:50:33.000,3.1271,289.299774,933.272156,2025/09/26 21:35:01,33.9
1:50:34.000,3.1273,289.344086,933.410706,2025/09/26 21:35:02,34.0
1:50:35.000,3.1271,289.387878,933.547607,2025/09/26 21:35:03,34.0
1:50:36.000,3.1269,289.431488,933.68396,2025/09/26 21:35:04,34.0
1:50:37.000,3.1268,289.47583,933.822571,2025/09/26 21:35:05,34.0
1:50:38.000,3.1268,289.519196,933.95813,2025/09/26 21:35:06,34.0
1:50:39.000,3.1268,289.562744,934.094299,2025/09/26 21:35:07,34.0
1:50:40.000,3.1268,289.606049,934.229675,2025/09/26 21:35:08,34.0
1:50:41.000,3.1267,289.649963,934.366943,2025/09/26 21:35:09,34.0
1:50:42.000,3.1268,289.693634,934.503418,2025/09/26 21:35:10,34.0
1:50:43.000,3.1266,289.737457,934.640442,2025/09/26 21:35:11,34.0
1:50:44.000,3.1264,289.780853,934.776062,2025/09/26 21:35:12,34.0
1:50:45.000,3.1264,289.824463,934.912415,2025/09/26 21:35:13,34.0
1:50:46.000,3.1263,289.866974,935.045288,2025/09/26 21:35:14,34.0
1:50:47.000,3.1264,289.911652,935.184937,2025/09/26 21:35:15,34.0
1:50:48.000,3.1262,289.955292,935.32135,2025/09/26 21:35:16,34.0
1:50:49.000,3.1263,289.99826,935.455688,2025/09/26 21:35:17,34.0
1:50:50.000,3.1261,290.042908,935.595276,2025/09/26 21:35:18,34.0
1:50:51.000,3.1261,290.086578,935.73175,2025/09/26 21:35:19,34.0
1:50:52.000,3.1261,290.130219,935.868164,2025/09/26 21:35:20,34.0
1:50:53.000,3.1261,290.173798,936.004333,2025/09/26 21:35:21,34.0
1:50:54.000,3.1261,290.217407,936.140686,2025/09/26 21:35:22,34.0
1:50:55.000,3.1258,290.261047,936.2771,2025/09/26 21:35:23,34.0
1:50:56.000,3.1259,290.304626,936.413269,2025/09/26 21:35:24,34.0
1:50:57.000,3.1259,290.348236,936.549561,2025/09/26 21:35:25,34.0
1:50:58.000,3.1256,290.391785,936.685669,2025/09/26 21:35:26,34.0
1:50:59.000,3.1257,290.435455,936.822083,2025/09/26 21:35:27,34.0
1:51:00.000,3.1257,290.479065,936.958374,2025/09/26 21:35:28,34.0
1:51:01.000,3.1255,290.522675,937.094666,2025/09/26 21:35:29,34.0
1:51:02.000,3.1256,290.566193,937.230652,2025/09/26 21:35:30,34.0
1:51:03.000,3.1256,290.609894,937.367249,2025/09/26 21:35:31,34.0
1:51:04.000,3.1255,290.653473,937.503357,2025/09/26 21:35:32,34.0
1:51:05.000,3.1255,290.697083,937.639648,2025/09/26 21:35:33,34.0
1:51:06.000,3.1255,290.740723,937.776062,2025/09/26 21:35:34,34.0
1:51:07.000,3.1253,290.784241,937.912109,2025/09/26 21:35:35,34.0
1:51:08.000,3.1254,290.827942,938.048645,2025/09/26 21:35:36,34.0
1:51:09.000,3.1252,290.871521,938.184814,2025/09/26 21:35:37,34.0
1:51:10.000,3.1251,290.915161,938.321228,2025/09/26 21:35:38,34.0
1:51:11.000,3.1251,290.958527,938.456665,2025/09/26 21:35:39,34.0
1:51:12.000,3.125,291.00238,938.593811,2025/09/26 21:35:40,34.0
1:51:13.000,3.125,291.045959,938.729919,2025/09/26 21:35:41,34.0
1:51:14.000,3.1251,291.089539,938.866028,2025/09/26 21:35:42,34.0
1:51:15.000,3.1248,291.133179,939.002441,2025/09/26 21:35:43,34.0
1:51:16.000,3.1248,291.176788,939.138672,2025/09/26 21:35:44,34.0
1:51:17.000,3.1248,291.220398,939.274902,2025/09/26 21:35:45,34.0
1:51:18.000,3.1247,291.264069,939.411255,2025/09/26 21:35:46,34.0
1:51:19.000,3.1246,291.307678,939.547546,2025/09/26 21:35:47,34.0
1:51:20.000,3.1248,291.351227,939.683594,2025/09/26 21:35:48,34.0
1:51:21.000,3.1246,291.394897,939.820007,2025/09/26 21:35:49,34.0
1:51:22.000,3.1245,291.438538,939.95636,2025/09/26 21:35:50,34.0
1:51:23.000,3.1247,291.482147,940.09259,2025/09/26 21:35:51,34.0
1:51:24.000,3.1245,291.525726,940.228699,2025/09/26 21:35:52,34.0
1:51:25.000,3.1245,291.569275,940.364807,2025/09/26 21:35:53,34.0
1:51:26.000,3.1243,291.612946,940.501221,2025/09/26 21:35:54,34.0
1:51:27.000,3.1243,291.656525,940.637329,2025/09/26 21:35:55,34.0
1:51:28.000,3.1243,291.700165,940.773682,2025/09/26 21:35:56,34.0
1:51:29.000,3.1241,291.743774,940.909912,2025/09/26 21:35:57,34.0
1:51:30.000,3.1243,291.787384,941.046143,2025/09/26 21:35:58,34.0
1:51:31.000,3.1242,291.83075,941.18158,2025/09/26 21:35:59,34.0
1:51:32.000,3.1241,291.874603,941.318665,2025/09/26 21:36:00,34.0
1:51:33.000,3.1242,291.918213,941.454895,2025/09/26 21:36:01,34.0
1:51:34.000,3.1241,291.961823,941.591125,2025/09/26 21:36:02,34.0
1:51:35.000,3.1241,292.005432,941.727295,2025/09/26 21:36:03,34.0
1:51:36.000,3.1238,292.049133,941.863831,2025/09/26 21:36:04,34.0
1:51:37.000,3.124,292.092651,941.999756,2025/09/26 21:36:05,34.0
1:51:38.000,3.1241,292.136261,942.135925,2025/09/26 21:36:06,34.0
1:51:39.000,3.1236,292.179626,942.271179,2025/09/26 21:36:07,34.0
1:51:40.000,3.1237,292.22345,942.408203,2025/09/26 21:36:08,34.0
1:51:41.000,3.1237,292.26709,942.544556,2025/09/26 21:36:09,34.0
1:51:42.000,3.1238,292.311646,942.683594,2025/09/26 21:36:10,34.0
1:51:43.000,3.1236,292.355194,942.819641,2025/09/26 21:36:11,34.0
1:51:44.000,3.1235,292.398773,942.95575,2025/09/26 21:36:12,34.0
1:51:45.000,3.1236,292.442413,943.092041,2025/09/26 21:36:13,34.1
1:51:46.000,3.1234,292.485992,943.228088,2025/09/26 21:36:14,34.1
1:51:47.000,3.1234,292.529633,943.364441,2025/09/26 21:36:15,34.1
1:51:48.000,3.1235,292.573212,943.500488,2025/09/26 21:36:16,34.1
1:51:49.000,3.1232,292.616821,943.636719,2025/09/26 21:36:17,34.0
1:51:50.000,3.1232,292.660461,943.77301,2025/09/26 21:36:18,34.0
1:51:51.000,3.1232,292.704071,943.909241,2025/09/26 21:36:19,34.0
1:51:52.000,3.1232,292.74765,944.045288,2025/09/26 21:36:20,34.0
1:51:53.000,3.1233,292.79126,944.181519,2025/09/26 21:36:21,34.0
1:51:54.000,3.1231,292.834869,944.317688,2025/09/26 21:36:22,34.0
1:51:55.000,3.1231,292.878876,944.455139,2025/09/26 21:36:23,34.0
1:51:56.000,3.1229,292.92218,944.590332,2025/09/26 21:36:24,34.0
1:51:57.000,3.123,292.965759,944.726379,2025/09/26 21:36:25,34.0
1:51:58.000,3.1229,293.009369,944.862549,2025/09/26 21:36:26,34.0
1:51:59.000,3.1229,293.052887,944.998413,2025/09/26 21:36:27,34.0
1:52:00.000,3.1231,293.096527,945.134705,2025/09/26 21:36:28,34.0
1:52:01.000,3.1226,293.140228,945.271179,2025/09/26 21:36:29,34.0
1:52:02.000,3.1227,293.183746,945.407043,2025/09/26 21:36:30,34.0
1:52:03.000,3.1228,293.227386,945.543213,2025/09/26 21:36:31,34.0
1:52:04.000,3.1227,293.271027,945.679504,2025/09/26 21:36:32,34.0
1:52:05.000,3.1226,293.314606,945.815491,2025/09/26 21:36:33,34.0
1:52:06.000,3.1224,293.358215,945.95166,2025/09/26 21:36:34,34.0
1:52:07.000,3.1225,293.401825,946.08783,2025/09/26 21:36:35,34.0
1:52:08.000,3.1226,293.445465,946.224121,2025/09/26 21:36:36,34.0
1:52:09.000,3.1224,293.489075,946.360229,2025/09/26 21:36:37,34.0
1:52:10.000,3.1226,293.532654,946.496277,2025/09/26 21:36:38,34.0
1:52:11.000,3.1224,293.576263,946.632446,2025/09/26 21:36:39,34.0
1:52:12.000,3.1224,293.619202,946.766541,2025/09/26 21:36:40,34.0
1:52:13.000,3.1221,293.663513,946.904846,2025/09/26 21:36:41,34.0
1:52:14.000,3.1222,293.707184,947.041138,2025/09/26 21:36:42,34.0
1:52:15.000,3.122,293.750702,947.177002,2025/09/26 21:36:43,34.0
1:52:16.000,3.122,293.794281,947.313049,2025/09/26 21:36:44,34.0
1:52:17.000,3.122,293.837708,947.448608,2025/09/26 21:36:45,34.0
1:52:18.000,3.1219,293.8815,947.585266,2025/09/26 21:36:46,34.0
1:52:19.000,3.1219,293.925201,947.72168,2025/09/26 21:36:47,34.0
1:52:20.000,3.1219,293.968811,947.857788,2025/09/26 21:36:48,34.0
1:52:21.000,3.1217,294.012421,947.993896,2025/09/26 21:36:49,34.0
1:52:22.000,3.1219,294.05603,948.130005,2025/09/26 21:36:50,34.0
1:52:23.000,3.1215,294.09964,948.266113,2025/09/26 21:36:51,34.1
1:52:24.000,3.1219,294.14325,948.402222,2025/09/26 21:36:52,34.1
1:52:25.000,3.1216,294.186798,948.538208,2025/09/26 21:36:53,34.1
1:52:26.000,3.1217,294.230408,948.674316,2025/09/26 21:36:54,34.1
1:52:27.000,3.1215,294.274017,948.810425,2025/09/26 21:36:55,34.0
1:52:28.000,3.1215,294.317596,948.946411,2025/09/26 21:36:56,34.0
1:52:29.000,3.1214,294.361267,949.082642,2025/09/26 21:36:57,34.0
1:52:30.000,3.1214,294.404877,949.21875,2025/09/26 21:36:58,34.0
1:52:31.000,3.1215,294.449036,949.356628,2025/09/26 21:36:59,34.0
1:52:32.000,3.1214,294.492554,949.492493,2025/09/26 21:37:00,34.1
1:52:33.000,3.1213,294.536224,949.628723,2025/09/26 21:37:01,34.1
1:52:34.000,3.1213,294.579773,949.764709,2025/09/26 21:37:02,34.1
1:52:35.000,3.1212,294.623352,949.900696,2025/09/26 21:37:03,34.1
1:52:36.000,3.1211,294.666962,950.036804,2025/09/26 21:37:04,34.1
1:52:37.000,3.1209,294.710571,950.172852,2025/09/26 21:37:05,34.1
1:52:38.000,3.1212,294.754242,950.309082,2025/09/26 21:37:06,34.1
1:52:39.000,3.121,294.797882,950.445312,2025/09/26 21:37:07,34.1
1:52:40.000,3.121,294.8414,950.581116,2025/09/26 21:37:08,34.1
1:52:41.000,3.121,294.88501,950.717224,2025/09/26 21:37:09,34.1
1:52:42.000,3.1209,294.927979,950.851257,2025/09/26 21:37:10,34.1
1:52:43.000,3.1207,294.972229,950.98938,2025/09/26 21:37:11,34.1
1:52:44.000,3.1208,295.015839,951.125427,2025/09/26 21:37:12,34.0
1:52:45.000,3.1206,295.059509,951.261658,2025/09/26 21:37:13,34.0
1:52:46.000,3.1209,295.103058,951.397583,2025/09/26 21:37:14,34.0
1:52:47.000,3.1206,295.146698,951.53363,2025/09/26 21:37:15,34.0
1:52:48.000,3.1205,295.190338,951.6698,2025/09/26 21:37:16,34.1
1:52:49.000,3.1204,295.233917,951.805786,2025/09/26 21:37:17,34.1
1:52:50.000,3.1203,295.277557,951.941956,2025/09/26 21:37:18,34.1
1:52:51.000,3.1203,295.321167,952.078003,2025/09/26 21:37:19,34.1
1:52:52.000,3.1203,295.364777,952.214111,2025/09/26 21:37:20,34.0
1:52:53.000,3.1203,295.408386,952.350159,2025/09/26 21:37:21,34.0
1:52:54.000,3.1203,295.451996,952.486206,2025/09/26 21:37:22,34.0
1:52:55.000,3.1203,295.495605,952.622314,2025/09/26 21:37:23,34.0
1:52:56.000,3.1201,295.539276,952.758484,2025/09/26 21:37:24,34.0
1:52:57.000,3.1202,295.582794,952.894287,2025/09/26 21:37:25,34.1
1:52:58.000,3.1202,295.626404,953.030334,2025/09/26 21:37:26,34.1
1:52:59.000,3.1199,295.66983,953.165833,2025/09/26 21:37:27,34.1
1:53:00.000,3.1199,295.713715,953.302734,2025/09/26 21:37:28,34.1
1:53:01.000,3.1199,295.757294,953.438599,2025/09/26 21:37:29,34.1
1:53:02.000,3.1198,295.800903,953.574646,2025/09/26 21:37:30,34.1
1:53:03.000,3.12,295.844513,953.710693,2025/09/26 21:37:31,34.1
1:53:04.000,3.1198,295.888062,953.846558,2025/09/26 21:37:32,34.1
1:53:05.000,3.1197,295.931671,953.982605,2025/09/26 21:37:33,34.1
1:53:06.000,3.1198,295.975159,954.118164,2025/09/26 21:37:34,34.1
1:53:07.000,3.1196,296.018738,954.254089,2025/09/26 21:37:35,34.1
1:53:08.000,3.1197,296.0625,954.390625,2025/09/26 21:37:36,34.1
1:53:09.000,3.1194,296.106171,954.526794,2025/09/26 21:37:37,34.1
1:53:10.000,3.1196,296.149811,954.662964,2025/09/26 21:37:38,34.1
1:53:11.000,3.1194,296.193329,954.798706,2025/09/26 21:37:39,34.1
1:53:12.000,3.1192,296.236969,954.934753,2025/09/26 21:37:40,34.1
1:53:13.000,3.1193,296.280609,955.070923,2025/09/26 21:37:41,34.1
1:53:14.000,3.1193,296.324188,955.206787,2025/09/26 21:37:42,34.1
1:53:15.000,3.119,296.367798,955.342773,2025/09/26 21:37:43,34.1
1:53:16.000,3.1193,296.411438,955.478943,2025/09/26 21:37:44,34.1
1:53:17.000,3.1191,296.455048,955.61499,2025/09/26 21:37:45,34.1
1:53:18.000,3.1191,296.498962,955.751953,2025/09/26 21:37:46,34.1
1:53:19.000,3.1189,296.542267,955.886963,2025/09/26 21:37:47,34.1
1:53:20.000,3.1191,296.585876,956.02301,2025/09/26 21:37:48,34.1
1:53:21.000,3.1189,296.629272,956.158264,2025/09/26 21:37:49,34.1
1:53:22.000,3.1187,296.673096,956.294922,2025/09/26 21:37:50,34.1
1:53:23.000,3.1187,296.716705,956.430908,2025/09/26 21:37:51,34.1
1:53:24.000,3.1187,296.760315,956.566895,2025/09/26 21:37:52,34.1
1:53:25.000,3.1188,296.803894,956.702759,2025/09/26 21:37:53,34.1
1:53:26.000,3.1186,296.847534,956.838867,2025/09/26 21:37:54,34.1
1:53:27.000,3.1185,296.891205,956.974976,2025/09/26 21:37:55,34.1
1:53:28.000,3.1187,296.934723,957.110657,2025/09/26 21:37:56,34.1
1:53:29.000,3.1185,296.978333,957.246643,2025/09/26 21:37:57,34.1
1:53:30.000,3.1186,297.022003,957.382751,2025/09/26 21:37:58,34.1
1:53:31.000,3.1185,297.065613,957.518738,2025/09/26 21:37:59,34.1
1:53:32.000,3.1184,297.109467,957.655518,2025/09/26 21:38:00,34.1
1:53:33.000,3.1184,297.152832,957.79071,2025/09/26 21:38:01,34.1
1:53:34.000,3.1182,297.196472,957.926819,2025/09/26 21:38:02,34.1
1:53:35.000,3.1182,297.240051,958.062683,2025/09/26 21:38:03,34.1
1:53:36.000,3.118,297.2836,958.198486,2025/09/26 21:38:04,34.1
1:53:37.000,3.118,297.327209,958.334473,2025/09/26 21:38:05,34.1
1:53:38.000,3.118,297.37088,958.470581,2025/09/26 21:38:06,34.1
1:53:39.000,3.118,297.414459,958.606384,2025/09/26 21:38:07,34.1
1:53:40.000,3.1178,297.458069,958.742371,2025/09/26 21:38:08,34.1
1:53:41.000,3.1178,297.501709,958.878418,2025/09/26 21:38:09,34.1
1:53:42.000,3.118,297.545319,959.014343,2025/09/26 21:38:10,34.1
1:53:43.000,3.1178,297.589142,959.151001,2025/09/26 21:38:11,34.1
1:53:44.000,3.1177,297.632599,959.286377,2025/09/26 21:38:12,34.1
1:53:45.000,3.1177,297.676147,959.42218,2025/09/26 21:38:13,34.1
